|comment|grade
1598|"Очень тяжело читается. Тяжёлые, плохие, нечитаемые описания. И вообще поганое ""послевкусье"", если так можно выразиться."|1
1599|Мило, автор в своём амплуа.|1
1600|Согласна с tagira. Не плохо, но и не восторг. Несколько странно видеть вампира - вегитарианца и спокойно выходящего на солнце. Мне понравилось описание Эдварда - поразительная сила воли, самоконтроль. Умение держать себя в руках. Это трудно, если рядом все время Белла-ходячий гамбургер для вампира. Не понравилась вялось сюжета. Здесь бы побольше динамики, действий, а не размышлений.|1
1601|Так себе книжка. На один раз. Интереснее все выбирать ляпы в самом тексте, не говоря уже на ссылки на разные источники.|1
1602|книга прошла мимо меня - единственное, что могу сказать( мне даже немножко стыдно, т.к. негативных отзывов на книгу я почти не слышала) Может, попытаться почитать еще раз?|1
1603|"читала в оригинале, и это немножко сгладило впечатление. Когда в магазине открыла на русском - просто ужаснулась. Наверное, я опять-таки на разгадала сложного в простом, как у меня было с ""Наивно. Супер"", но книга не понравилась."|1
1604|По аннотиции расчитывала на большее, типичная история, написано хорошо. Рекомендовать не буду.|1
1605|Сны Елены - полная бредятина. Бесполезно искать в них какой-то потаенный смысл, лучше сразу пропустить. Вторая часть книги как-то тоже не глянулась. Размыто, аморфно, безрадостно, оставляет чувство недоумения.Что это было? Да черт его знает, можно было не читать.|1
1606|Пролистала... Главный смысл понят. Стыдно, но полностью читать не буду.|1
1607|Ревела долго, да для души, но мне бы и, чтоб мозг затронуло, хоть по касательной|1
1608|Мне жаль тех, кто в восторге от подобной литературы, потому что они не читали действительно интересные и прекрасные книги. Донцова - это уровень читателей.|1
1609|Очень забавно|1
1610|"Книга для любителей детективов и длинных романов. Скандально известна протестами фанатичных христиан против нее. Дэн Браун в целом мне не слишком нравится надуманностью и, я бы сказал, коммерциализированностью своих сюжетов, объем и навороты которых выглядят местами дутыми. При этом он, несомненно, сильный профессионал развлекательного книжного рынка, и многими востребован. Ни детектив, ни боевик, ни научная фантастика, ни киберпанк для него не проблема. Подозреваю, и дамский роман он напишет с неменьшим профессионализмом ;) Я не являюсь его фанатом. Для примера скажу, что я безумно люблю жанр киберпанка, но ""Цифровую крепость"" я не смог осилить, заскучал в первых же главах, а общий объем сего опуса поверг меня в уныние. При том, что владение материалом (АНБ, криптография, шифрование и взлом шифров) у него превосходное, а сам текст весьма профессионален. Но - божьей искры - играющей в произведениям Гибсона, Суэнвика, Стерлинга - нету. Увы. Код Да Винчи - не киберпанк. Это, скорее, детектив на историко-религиозном материале с претензией на аудиторию т.н. ""интеллектуалов"". Явно вторичная по отношению к Умберто Эко (сразу вспоминается ""Имя розы"" и особенно его тамплиеры). Словом, этакий Эко для невзыскательных. Находит любителей. Занятные идеи про Грааль и Христа. Истым православным лучше не читать - расстроитесь. Мне - не очень. При всех его достоинствах. Автор соотносится с Эко примерно как Минаев с Пелевиным. Никого не хочу обидеть сравнением, но оно лучше всего иллюстрирует ситуацию."|1
1611|В действительности достаточно скучно.... Хотя роман написан очень красивым, можно сказать поэтичным языком, читать его трудно из-за сложно построенных предложений. Как почти во всех произведениях автора, концовка невнятна, ИМХО|1
1612|Создается впечатление, что это скорее отрывок, глава, чем самостоятельное произведение. Скорее всего понравится ярым фанатам Перумова.|1
1613|Очень тяжелая книга. После ее прочтения легко впасть в депрессию.|1
1614|Было бы лучше если бы это закончилось шуткой, но представить мужика который образовался в конце её опытов? Брррр... Не надо нам такого. Если не читать конец то довольно хороший роман о перевоспитании мужлана в нормального человека (но не до такой же степени!)|1
1615|тоже неплохо, но мне не особо понравилось. остальные две лучше.|1
1616|интересно,логично...|1
1617|Сказать, ах, не скажу, просто неплохо написаныый детектив. Могу сказать, что для меня лучше Дарьи Донцовой. Что-то новенькое, может потому что прочла только одно произведение|1
1618|Приятная книга, действительно как пирожное для мозгов. Что-то про гламур, брэнды (помню только Jimmy Choo), историю любви из высшего общества. Ну, неплохо. Чтение займёт один приятный, спокойный вечер|1
1619|"Очень трудноперевариваемая книга.... как долго я мучила этот роман... либо просто возраст не тот был, либо мое мировоззрение в целом.... после ""Камеры обскура"" - жизнеописания с преградами - это было просто не выносимо... не запоминающиеся имена, которые и читать было трудно, не говоря о том, чтобы их запомнить.... Что касается системы - то это да, ясно прослеживалась ситуация в современной России ...."|1
1620|Совершенно реалистичная (не фэнтезийная) приятная романтическая вешь. Действительно хорошая дамская проза, прочитанная мной с большим удовольствием. То, что главный герой - мужчина совершенно не портит ничего. Сюжет прост и линеен, но романтичен, достаточно эмоционален, да и подумать есть над чем: в центре замысла отношение к себе и к другим. Может ли целеустремленный человек отвлекаться от цели, нужен ли ему кто-то рядом? Или стремление к цели - заведомо оправдывает сознательное одиночество? Вообщем приятно, незамысловато, рекомендуемо к чтению.|1
1621|Очередная (седьмая) книга про Ордусь, Бага и Богдана. Евразийская симфония великого еврокитайского писателя-гуманиста Хольм ван Зайчика. Несмотря на вымышленное место и вымышленные (хоть и хорошо узнаваемые) события, назвать произведение фантастикой не удается. Скорее утопия или антиутопия, в зависимости от взглядов читающего. Империя, растянувшаяся от океана (Тихого) до океана (Индийского и Северного Ледовитого). Со всеми плюсами (для кого они плюсы) и минусами (кто считает их минусами) империи и имперской жизни. Очередная книга, как обычно, про политику. В частности, про политику на ближнем Востоке. Про Израиль, евреев, особенности иудаизма, как веры и попытка (на мой взгляд, весьма специфическая) посмотреть на иудейскую веру со стороны. Про фашизм, семитизм и антисемитизм. Про самооправдание. Про то, что любой человек, всегда найдет свои причины для поступка. Книга, к сожалению, производит на меня впечатление легкой непорядочности автора. Но, увы и ах, на меня такое впечатление производят все книги серии. Видимо мое восприятие их ущербно или просто иное.|1
1622|Вначале затягивает, но после середины начинается бодяга.|1
1623|Хорошее произведение, которое должно быть прочитано. Но о нем не будешь рассказывать друзьям, хотя запомнишь надолго. Хочется подумать, погрустить - читайте!|1
1624|Книги написаны неплохо, добротно. Даже есть сомнения, как неопыный автор смог так неплохо написать сразу первую книгу. Читал их с интересом, по крайней мере первые 3-4 тома. Но для русских детей это вредные книги. Нет там никакой дружбы и света. Кровь льётся рекой. Жестокость везде, особенно видно это в описаниях самых разных событий. Слишком всё замешано на ЗАПАДНОГО современного читателя, обалдевшего в своём зажрвшемся мире. И учат эти книги плохому. Может быть, для протестанской идеологии это и неплохо, а для нас, русских и россиян - смерть! Собственно, моя дочь, верующая девушка, признала их антихристовыми творениями. И я с ней согласен, хотя и не верю в бога, будучи крещёным. А думать о таких категориях стоит. Уж слишком сильно эти книги раскручены. И эффект от их распространенияя чересчур велик. С этим стоит побороться. Хотя бы в рамках своей семьи и среди знакомых и родственников. Ведь вы хотите, чтобы они были нормальными людьми с нормальными детьми? А?|1
1625|Книга начинается смертью - совсем еще молодая беременная женщина убив мужа (он слишком скучен и тривиален, для воспитания её ребенка), родив уже в тюрьме девочку, назвав её странным именем Плектруда и, таким образом, завершив все свои земные дела, вешается в тюремной камере. Ребенка забирает старшая сестра и воспитывает в соответствии со своими представлениями об избранности. Получается странно, но нельзя однозначно сказать, что плохо. И даже игра в статую под снегом (почти смерть - промежуточный эпизод) приводит главную героиню - странного ребенка по имени Плектруда - всего лишь к длительной простуде. Но однозначного позитива читателю не дождаться. Возлагая на девочку свои несбывшиеся надежды, сестра матери поощряет увлечение танцами, отдает в балетную школу, радуется худобе и в результатом становится полное истощение, болезнь ребенка. Исключение из балетного училища, невозможность больше танцевать и ненависть приемной матери. Автор уже знает решение - самоубийство, как способ. Но на пути к смерти героиня встречает любовь, а автор радует расстроенного читателя хеппи-эндом. Как дань традиции, убивают самого автора, но как бы понарошку, не всерьез, совершенно не придавая этому значения.|1
1626|Без обширных познаний о Средневековье (или желания их получить параллельно с чтением книги) - не самый доступный фикшн. Отличная проверка на эрудицию в области истории и теософии.|1
1627|Книга устаревшая. Если бы не это, было бы отлично. По сравнению с Сингхом (Книга шифров) больше материала по разведке, но меньше по криптоанализу.|1
1628|Шесть миллиардов вселенных - эта фраза помогает жить и не требовать чего-то от других. Книга тяжеловата, заставляет думать....хотя подумать немного, может это именно то, что надо?|1
1629|"Оказывается уже один раз читал, но почти забылось. Перечитал. Не без удовольствия, хотя это конечно далеко не ""Звезды..."" не ""Спектр"" и не ""Черновик""."|1
1630|Эдакое пособие по педагогике и предупреждение будущим учителям: будьте осторожны, ведь дети - это маленькие демоны с большим демонизмом. Однако все заканчивается вполне удачно и благополучно|1
1631|В целом книга не плохая для коротания времени, хотя и бросаются в глаза некоторые несуразности, в особенности незнание автором арифметики и геометрии. Например поступление в академию возможно с 15 лет и каждые 33 года, одному из героев 45 лет (хотя он старше другого 20-ти летнего героя на 20 лет), если первый раз он поступал в 15, то второе поступление возможно в 15+33=48. Также существуют очень примитивные приемы повествования типа - я не смогу, как же я это сделаю, это не возможно, мне это не по силам; ух ты я это сделал, как 2 пальца об асфальт. Это конечно не все претензии, но довольно яркие. В принципе читать можно, если сильно не вдумываться.|1
1632|вполне читабельно, но о том времени есть книги и намного интереснее|1
1633|"переводчики этой книги (издательство АСТ) - А. Бушуев и Т. Бушуева. Перевод временами неплох, временами походит на подстрочник. мне показалось, что проблема именно в переводе. в целом сборник неплох, особенно меня тронула часть ""личное""."|1
1634|"Если это первая книга, которую читаешь у этого автора, то она действительно производит впечатление, но если прочитать перед этим его же книгу ""Ангелы и демоны"", то поймешь, что автор долго над сюжетом не думал, и даже не все имена поменял!!!"|1
1635|сверхлегкое и приятное чтиво, улыбает (не смешит, а именно улыбает) постоянно.|1
1636|для каждого ад это что-то свое. здесь мы видим 5 разных вариантов. А какой ад для тебя?|1
1637|Наверное, эту книгу действительно надо было читать в 12-летнем возрасте, так как сейчас я в ней ничего интересного не нашла... мне было, откровенно говоря, скучно.|1
1638|Книга интересная, но вот не нравится мне, что она без конца...|1
1639|"Кто-то может почувствовать описанное, кто-то нет... Я не смогла, мне это никогда не было близко. Читала книгу, потому что в то время все ей восхищались, и мне захотелось понять: что же в ней такого? Ничего ""такого"" не увидела. Описание жизни подростка, ненависть, ложь, размышления. Но для себя особенно ничего не вынесла. Не знаю, может надо еще раз прочитать - и понять. А может и не стоит."|1
1640|Тяжеловатая книга. Хотя читать было очень интересно, все таки оставляет несколько гнетущее впечатление|1
1641|Интересно задумана сама сцена. Однако само произведение скучновато|1
1642|Читать никому бы не посоветовала... Но если уж прочитали - то не зря... Книжка может вызвать только 1 эмоцию - отвращение... зато очень яркую, Вы ни за что не забудете|1
1643|Неплохо, но уже становится сериалом.|1
1644|"Очень понравилось название - ""Кусака"", а по содержанию - детский ужастик."|1
1645|"В принципе книга цепляет, некоторые моменты оказываются довольно жесткими для неподготовленного читателя (или привыкшего к ранним ""голливудским"" книгам Гришема), как обычно тонкая и хитроумная игра главного героя, но конец... меня сильно удивил."|1
1646|ИМХО. Книга на один раз. Серию дальше читать не рекомендую|1
1647|"Приключения маленького пастушонка из Андалузии этим все сказано. В книге одна мысль Кастанеды и все, хватило бы на рассказ. Да это и есть рассказ, прочитанный за полтора часа. Но потом, я ее читал другу, когда мы ехали (он вел машину, я читал), и она понравилась нам своей простотой и незатейливостью. Потому оценка ""средне"", а не ""два""!"|1
1648|Так и не смогла дочитать! Может потом... :) Но в принцепе не плохо!|1
1649|Достаточно поверхностное произведение, особенно для тех кто искушен в литературе, посвященной расследыванию, немного мистике, загадкам и их умению разгадывать.|1
1650|"Я бы не сказала, что лучше ""Кода да Винчи"". Мне показалось несколько затянутым. Но зато после этой книги я серьездно захотела научиться играть в шахматы. Вот уже где-то полгода играю."|1
1651|"Осторожно, это не последняя книга сериала - продолжение следует и прервано, в отличие от других книг (сериала) на ""самом интересном месте"""|1
1652|"Довольно среднее произведение. Чёрные маги ""заботящиеся только о своих интересах"" надоели ещё у Лукьяненко. Хотя, конечно, местный техно-магический мир поинтереснее стандартного фэнтези-набора, но до, например, ""Ведьмака Большого Киева"" никак не дотягивает."|1
1653|"Немножко наивно, к тому же много повторов писательских ""находок"", по сравнению с предыдущими романами. Однако довольно злая и точная сатира на армейские порядки заставляет повысить оценку. С предыдущим отзывом не вполне согласна: тупыми показаны и ""наши"", даже ещё поболее ""врагов"", только один крутой главный герой, как известно, воспитанный асом криминальных дел, всем вставляет пистон в одно место :))"|1
1654|"Жанр - едкая сатира на армию и армейские порядки. Весьма и весьма ""в точку"", надо сказать. Неплохо, хотя читать такую толстую книжку с таким беспросветным сюжетом (в смысле полного отсутствия ""луча света в темном царстве"") несколько утомительно."|1
1655|"чем дальше, тем зануднее и так до ""последнего позора"""|1
1656|"Прочитал пару книжек сериала, но не подсел на него. Автор уже начал интенсивно повторять самого себя. На сцене секса втроем (или вчетвером - уже не помню) с участием 13-ти летней профессиональной килерши ""сломался"" :))"|1
1657|Мне не очень понравилось, слишком много нагромождений фактов, я бы сказала примитивно, но почитать на досуге можно (от нечего делать и для разнообразия).|1
1658|"Не понравилась какая-то лёгкость диалогов героев. Они говорят на разных ""языках"", что не свойственно произведениям Ремарка..."|1
1659|"При чтении так и напрашиваются параллели с ""Парфюмером"" и маньяками иже с ним :) Сюжет и герой не новы. Новые пикантные нотки добавляет введение такого героя, как маркиз де Сад. Для любителей ""маньяков"" книга подойдет. Но всё же Парфюмер, Коллекционер... мне лично понравились больше."|1
1660|Читать не очень приятно. Часто шокирующе. Есть над чем подумать.|1
1661|Жалко, что это было заявлено как пародия на Гарри Поттера, а не как самостоятельное произведение, потому что тут очень много колоритного национального юмора, а вот Гарри Поттера будет поменьше, особенно в последующих книгах сериии.|1
1662|Хочу написать не восторгающий отзыв. Читать можно и даже местами интересно, хочется знать, чем же закончится, но сказать, что я в восторге - не могу, т.к считаю,что есть книги и лучше.|1
1663|Читалось легко, но особо не трогало. На мой взгляд, дух времени не передан, меня всё время преследовало ощущение, что действие происходит в веке 19, а никак не в 17. Да и сюжет мог быть позаковыристее =)|1
1664|Кому стоит прочесть эту книгу? В первую голову - поклонникам творчества Кена Фоллета, ибо перед нами по-прежнему качественно выполненное произведение, не лучшее, вышедшее из под пера маэстро, но... Ну и всем любителям жанра также рекомендуется. Да, быть может, немного не достает динамики, возможно,кто-то попрекнет автора в малом количестве смертей, крови и прочей атрибутики жанра... Но все компенсируется рельефными, отлично выписанными героями с живыми характерами и недурственными поворотами в судьбе. О чем книга? Совсем коротенько, дабы не перебить аппетит. Зима... НИИ, в коем разрабатывается концептуально новый лекарственный препарат... Холодильники, в которых хранятся образцы смертельно опасных вирусов, от которых не существует вакцины. Новый глава службы безопасности - по совместительству красивая и амбициозная женщина. Разработчик препарата - вдовец, отец семейства, в принципе хорошего, но, как водится, с дурной овцой... Все опасаются того, что образец нового препарата может быть украден, но похищают смертельно опасный вирус... А вот дальше все и понесется. Дествие в романе охватывает не более 3 суток, чтения хватает на ночь, впечатлений от прочитанного - на недельку.|1
1665|Сюжет заманчивый, втягивает. Но загадка, увы, остается неразрешенной.|1
1666|Современная сказка для взрослых. По-моему, не очень интересная.|1
1667|"Прочитала скорее из упорства, потому что близкий человек посоветовал. До того он советовал цикл ""Лабиринт отражений"", мне очень понравилось, и я ожидала и здесь того же. Но увы :("|1
1668|Честно говоря, я ожидала, что будет страшнее, но все-таки читать было жутковато. Этот рассказ настолько впечатлил мое подсознание, что мне потом даже кошмар приснился очень жуткий про гостиницу...|1
1669|Эта вторая книга, автором которой является Вербер, которую я прочитала. Автор не перестает удивлять оригинальностью мысли. Данное произведение опять же заставило задуматься о тех вещах, которые кажутся обычными и мимо которых мы проходим не задумываясь. Прошел день после прочтения этой книги и, гуляя на природе, я случайно немного задела ногой небольшой муравейник. Тут же остановилась и завороженно и в то же время осознанно (благодаря информации, полученной из этой книги) смотрела, как засуетились муравьи, в мир которых вторглись и мир которых немного, а может и существенно, порушили. Несмотря на то, что сюжет говорит о другом, я для себя постигла что-то такое, что заставило на всю природу посмотреть под другим углом. Книга достойная, легко читается, но, почему-то кажется, что не все оценят ее положительно...|1
1670|А ведь эта книга написана в соавторстве. И похоже, именно соавтор - её настоящий автор. Уж больно это не похоже на Гаррисона. Не его стиль. Имя соавтора - Джон Холм. Ему и честь. А Гарррисон уже не пишет, похоже. И пошёл по рукам. Вспомним те графоманские поделки, которые выдаются за совместные книги с неким Антом Скаландисом. Тошнотворное чтиво.|1
1671|Да.. Грустно и печально, но все последнии книги Бушкова боль-мень легко читаються, но ВАЩЕ не запоминаються|1
1672|"Читается с интересом, но по прочтении возникает больше вопросов, чем было дано ответов. В общем-то, книга эта из серии про Гарри Поттера. О том, как НЕ могло быть. Впрочем, все книги для детей о древних временах написаны в этом ключе. И в СССР писали похоже (см. Покровского ""Охотники на мамонтов""). По настоящему оригинальное здесь то, что герой - калека. Мальчик с ""сухой"" рукой. Но окружающие люди бронзового века всё же любят его и оберегают и помогают и т.д. и т.п. Картинка прямо из современного Лондона, где инвалиды окружены почётом и услужить им - индустрия. Но чтобы в бронзовом веке - слабо верится. Увы, его удел был бы - на задворках общества, если только он не сын богатых родителей. Инвалидом быть приятно в богатом обществе. Каким способом это самое общество стало богатым - уже другая история. Про это нам тоже объяснят и напишут. Другие авторы. Ждите рецензий."|1
1673|"Смотрите, сейчас я в первый и, возможно, последний раз напишу как настоящий сноб: ""Было, было... Все это было"". Не совсем так, не совсем то, но общая атмосфера тотальной безнадеги времен перестройки, жизни без денег и веры в завтрашний день просто идеальна. Как уже упомяналось, одна из редких книг, в которых подача соответствует материалу. Однако, если брать чисто литературную ценность, без этих ""документальных"" элементов, то книга -- крепкий среднячок."|1
1674|Хорошая вроде бы книга, замечательный язык, но отталкивает чрезмерная восторженность автора и претензия на глубокую философию|1
1675|Не смогла осилить до конца, остановилась на пол-пути, возможно когда-нибудь перечитаю, но не уверена в этом. История жизни семьи, со всеми жизненными перипетиями, судьбами и обстоятельствами...|1
1676|"Автор продолжает подвязаться на ниве истолкования библейских истин. Причем делает это все занудней и занудней. Рекомендуется людям, которым не нравится ""Мастер и Маргарита"""|1
1677|Наряду с Любовницей Смерти - 2 худшие книги из цикла об Эрасте Фандорине.. Все остальные со временем перчитываю, эти даже не тянет.. На один раз прочитать, не более того|1
1678|Честная и талантливая девушка, попав в мир глянца и гламура, разбирается подходит этот мир ей. Занудное повествование скрашивает нью-йоркский юмор в духе сериала Друзья|1
1679|Мне понравилась временная петля )) Кижка для детей|1
1680|Hello, насчет кишки ты метко подметил. Да и не только об этом там можно узнать. Но также согласна с adelaide - книга не для всех.|1
1681|Хороший, живой язык. а в целом как-то не зацепило. В поход точно НИКОГДА не пойду.|1
1682|Довольно неплохо. Можно прочитать.|1
1683|Сюжет не избитый, можно читать.|1
1684|Мне понравилось|1
1685|"Очень депрессивная книга. После прочтения - полное опустошение в душе. очень затянуто начало, к этой книге приходится ""привыкать"", и как только привыкаешь, она уже заканчивается. В общем, чтение для пессимистов."|1
1686|"Женский роман, читается легко. Особенно подойдет для чтения в самолете, например, в Париж. Чтобы затем посетить музей Средних веков и вживую посмотреть на гобелен с дамой и единорогом, который так подробно описан в романе. Однако на мой взгяд, гобелен потрясает гораздо больше, чем роман. Уровень Шевалье по-моему, все же ниже, чем например, в Перес-Реверте, другом автора ""исторических"" романов."|1
1687|Это перове фантастичекое произведение в моей жизни. И знаете, сначала плюешься, а потом втягивает.... Постепенно, во все эти имена, название, речь. Но я думаю, что конкретна эта книга немногим отличается от подобных. Просто другие имена, планеты (или что там еще)... Кстати, она еще смешная и очень лего читается.|1
1688|Не ново, но чужие биографии всегда интересно читать!!!|1
1689|"Довольно средне. Много якобы шокирующих вещей но за формой не стоит ничего. Стилистика тоже оставляет желать лучшего. Его ""Мост"" - намного лучше."|1
1690|до алисы кэролла этой книге очень далеко. мирок коралины плосковат и мал. нил гейман откровенно поленился и вхолостую решил срубить награды. что ж, это тоже надо уметь. но способен он много на большее.|1
1691|весьма примитивно, стилистика оставляет желать лучшего, сюжет цепляет и читаешь быстро - но банальные псевдофилософские истины, что пафосно изрекает главный герой - уже достали. в дозорах то же самое. ко всему склонность автора делать героя богом или почти богом... в общем - почитайте руди рюкера, брюса стерлинга, нила стивенсона и уильяма гибсона - первоисточники много лучше. когда то прочитал мнение что русского киберпанка быть не может, это мол чисто американское явление. пожалуй согласен - но в любом случае если русский киберпанк и есть то жду работ много лучших чем эта.|1
1692|Когда читала - было смешно. Но по прочтению книга забылась очень быстро.|1
1693|Жестокая серия, и поощряющая жестокость к тому же. Оценил бы на роман на единицу, если бы он не был таким захватывающим. Кстати, самая слабая книга из серии, ИМХО.|1
1694|Ой, не знаю, не знаю... Я 6 ставлю.. Времени не жалко, но вещь средняя до безобразия... Про концовку вообще молчу. Все хотелось вопрос задать - И? И чего? Да и эта девочка школьница... Не думала, что Громова тянет на детский сад. Но есть и плюс - теперь читая Олди, можно различать авторов!!!|1
1695|Достоевский - тонкий психолог. Но произведение мне кажется немного растянутым. Однако ж, все-таки есть в ней что-то, что задерживает..|1
1696|Я как то не воодушевился. Прочитал довольно быстро, за это и поставил 6. Написано вроде просто, но в то же время как то очень стандартно. Вся книжка - побежал туда, побежал суда. Продолжение в 2 томах не хочу читать.|1
1697|"на самом деле, создаётся ощущение, что после успеха ""Империи Ангелов"" Вербер стал писать чисто для коммерческих целей. ""Последний секрет"" только подтверждает это."|1
1698|довольно интересно, книга позволяет заглянуть в закулисье медиа-игр|1
1699|Не ахти... Ожидала большего|1
1700|Атмосфера передана бесподобно, все такое выпуклое, реальное... вот от этого-то и противненько местами... С произведением стоит ознакомиться хотя бы потому что оно считается классикой, но во второй раз я бы не стала перечитывать...|1
